Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1972-73,22,POR,NBA,SF,9,41,-1,0.261,0.214,NA,NA,5.9,6.4,NA,-0.3,0,-0.3,-0.396
Career,NA,,NBA,,9,41,-1,0.261,0.214,NA,NA,5.9,6.4,NA,-0.3,0,-0.3,-0.396
