Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1975-76,22,CHI,NBA,SG,71,NA,1570,8.7,21,0.412,2.7,3.7,0.725,1.6,5.1,6.7,1.7,1.7,0.3,2.7,20,NA,NA,99
1976-77,23,CHI,NBA,SG,47,NA,562,6.4,18.1,0.354,2.3,2.6,0.9,1.4,4,5.4,3.8,2.7,0.2,1.9,15.1,NA,NA,97
Career,NA,,NBA,,118,NA,2132,8.1,20.3,0.398,2.6,3.4,0.76,1.5,4.8,6.3,2.2,2,0.3,2.5,18.7,NA,NA,98
