,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1974-75,19,STBONNY,20,,69,159,,,36,47,,46,,,,,,174,.434,,.766,,8.7,2.3,
1975-76,20,STBONNY,27,,152,318,,,68,104,,107,,,,,,372,.478,,.654,,13.8,4.0,
1976-77,21,STBONNY,29,,164,333,,,71,100,,91,,,,,,399,.492,,.710,,13.8,3.1,
1977-78,22,STBONNY,28,,180,378,,,91,111,,107,,,,,,451,.476,,.820,,16.1,3.8,
Career,,,104,,565,1188,,,266,362,,351,,,,,,1396,.476,,.735,,13.4,3.4,
