Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,23,NYK,NBA,PG,1,0,16:00,3,5,0.6,1,1,1,2,4,0.5,1,2,4,1,1,2,1,9
Career,NA,,NBA,,1,0,16,3,5,0.6,1,1,1,2,4,0.5,1,2,4,1,1,2,1,9
