,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1983-84,18,STJOHNS,30,855,61,106,,,53,77,,59,108,18,8,80,56,175,.575,,.688,28.5,5.8,2.0,3.6
1984-85,19,STJOHNS,35,601,57,101,,,66,91,,44,109,25,4,54,44,180,.564,,.725,17.2,5.1,1.3,3.1
1985-86,20,STJOHNS,36,1340,151,316,,,105,142,,125,328,68,8,84,60,407,.478,,.739,37.2,11.3,3.5,9.1
1986-87,21,STJOHNS,30,1184,196,389,49,117,125,155,,110,193,61,6,81,59,566,.504,.419,.806,39.5,18.9,3.7,6.4
Career,,,131,3980,465,912,49,117,349,465,,338,738,172,26,299,219,1328,.510,.419,.751,30.4,10.1,2.6,5.6
