,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,23,MIL,NBA,,4,,1,2,,,,,,,,8
1970-71,24,MIL,NBA,,5,,2,4,,,,,,,,11
1972-73,26,MIL,NBA,,1,1,0,0,,,2,1,,,3,2
Career,,,,,5,,2,4,,,,,,,,11
