Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,27,MIL,NBA,C,8,NA,45,3,6.1,0.5,0,7.1,0,1,15.2,16.2,0,2,2,5.1,6.1,NA,NA,86
1974-75,28,MIL,NBA,C,2,NA,8,0,0,NA,0,0,NA,0,11.8,11.8,5.9,0,0,5.9,0,NA,NA,98
Career,NA,,NBA,,10,NA,53,2.6,5.2,0.406,0,6,0.636,0.9,14.7,15.5,0.9,1.7,1.7,5.2,5.2,NA,NA,88
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIL,NBA,,10,NA,53,2.6,5.2,0.411,0,6,0.624,0.9,14.7,15.5,0.9,1.7,1.7,5.2,5.2,NA,NA,88
1 season,NA,HOU,NBA,,0,NA,0,NA,NA,0.385,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
