Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,23,MIL,NBA,C,8,NA,45,8,14.4,0.556,0.8,1.6,0.5,NA,NA,9.6,1.6,NA,NA,4.8,16.8
1970-71,24,MIL,NBA,C,14,NA,89,3.6,8.5,0.429,2.4,3.6,0.667,NA,NA,9.7,0.4,NA,NA,4,9.7
1972-73,26,MIL,NBA,C,5,NA,17,2.1,2.1,1,0,0,NA,NA,NA,6.4,4.2,NA,NA,12.7,4.2
Career,NA,,NBA,,27,NA,151,4.8,9.5,0.5,1.7,2.6,0.636,NA,NA,9.3,1.2,NA,NA,5.2,11.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIL,NBA,,27,NA,151,4.8,9.5,0.5,1.7,2.6,0.636,NA,NA,9.3,1.2,NA,NA,5.2,11.2
