Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,22,MIL,NBA,C,77,NA,1236,4.1,9.7,0.425,2,3.1,0.651,NA,NA,12.8,1.7,NA,NA,4.8,10.2
1969-70,23,MIL,NBA,C,60,NA,416,4.5,12.2,0.369,1.9,2.9,0.667,NA,NA,13.8,2.4,NA,NA,6.1,10.9
1970-71,24,MIL,NBA,C,76,NA,675,4.3,10.4,0.415,2.1,3.1,0.661,NA,NA,13.7,2.3,NA,NA,4.8,10.7
1971-72,25,HOU,NBA,C,63,NA,720,3.3,8.7,0.385,1.8,2.6,0.698,NA,NA,12.2,2.8,NA,NA,3.8,8.6
1972-73,26,MIL,NBA,C,72,NA,692,3.3,8.1,0.41,1.5,2.6,0.58,NA,NA,10.8,1.8,NA,NA,4.9,8.2
1973-74,27,MIL,NBA,C,8,NA,45,2.4,4.8,0.5,0,5.6,0,0.8,12,12.8,0,1.6,1.6,4,4.8
1974-75,28,MIL,NBA,C,2,NA,8,0,0,NA,0,0,NA,0,9,9,4.5,0,0,4.5,0
Career,NA,,NBA,,358,NA,3792,3.9,9.5,0.406,1.9,2.9,0.636,0.7,11.5,12.6,2.1,1.4,1.4,4.8,9.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIL,NBA,,295,NA,3072,4,9.7,0.411,1.9,3,0.624,0.7,11.5,12.7,1.9,1.4,1.4,5,9.9
1 season,NA,HOU,NBA,,63,NA,720,3.3,8.7,0.385,1.8,2.6,0.698,NA,NA,12.2,2.8,NA,NA,3.8,8.6
