,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,BOS,NBA,C,64,1098,,,,,100%,-3.5,-1.5,12,23,88,8,32,0,74,6,21
2001-02,26,BOS,NBA,C,44,415,,,,,100%,-6.9,-10.3,6,7,32,3,15,0,24,3,10
2002-03,27,TOT,NBA,C,81,1403,,,,,100%,-11.3,-7.8,27,29,77,20,71,0,124,19,36
2002-03,27,DEN,NBA,C,54,885,,,,,100%,-14.1,-6.0,20,18,45,13,49,0,78,13,26
2002-03,27,BOS,NBA,C,27,518,,,,,100%,-6.4,-7.0,7,11,32,7,22,0,46,6,10
2003-04,28,BOS,NBA,C,82,2402,,,,12%,88%,-0.9,+1.4,27,69,131,27,111,0,173,23,44
2004-05,29,BOS,NBA,C,82,2130,,,,,100%,-0.5,-3.2,50,52,125,17,74,0,277,16,31
2005-06,30,TOT,NBA,C,81,2240,,,,,100%,-4.2,-3.3,54,51,133,32,105,18,209,30,45
2005-06,30,BOS,NBA,C,39,1083,,,,,100%,-2.2,-0.7,40,30,56,19,58,9,140,19,22
2005-06,30,MIN,NBA,C,42,1157,,,,,100%,-6.2,-5.7,14,21,77,13,47,9,69,11,23
2006-07,31,MIN,NBA,C,82,2544,,,,,100%,-6.3,-5.5,28,40,141,26,100,16,152,22,47
2007-08,32,MIA,NBA,C,69,1542,,,,24%,76%,-11.4,-3.2,17,21,75,11,68,17,97,20,29
2008-09,33,MIA,NBA,C,20,207,,,,,100%,+3.5,+3.6,4,6,9,1,6,2,11,1,3
Career,,,NBA,,605,13981,,,,5%,95%,-4.9,-3.3,225,298,811,145,582,53,1141,140,266
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,BOS,NBA,,338,7646,,,,4%,96%,-2.0,-1.8,142,192,464,81,312,9,734,73,138
2 seasons,,MIN,NBA,,124,3701,,,,,100%,-6.3,-5.6,42,61,218,39,147,25,221,33,70
2 seasons,,MIA,NBA,,89,1749,,,,21%,79%,-9.7,-2.4,21,27,84,12,74,19,108,21,32
1 season,,DEN,NBA,,54,885,,,,,100%,-14.1,-6.0,20,18,45,13,49,0,78,13,26
