,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2005-06,22,HOU,NBA,PF,40,535,,,,98%,2%,+9.6,+12.9,2,3,33,2,21,7,33,5,16
2006-07,23,HOU,NBA,PF,78,1714,,,,82%,18%,+11.6,+10.4,20,7,154,11,37,25,119,9,35
2007-08,24,HOU,NBA,PF,79,1575,,,3%,90%,7%,+8.4,+4.8,30,17,149,4,13,9,211,6,17
2008-09,25,HOU,NBA,C,71,858,,,,21%,79%,-1.3,-7.3,13,8,83,3,10,19,98,3,16
2009-10,26,HOU,NBA,C,82,1773,,,,2%,98%,+1.2,+3.1,32,20,139,8,33,37,317,8,54
2010-11,27,HOU,NBA,C,74,2079,,,,15%,86%,+5.9,+7.8,40,25,130,5,68,8,439,14,72
2011-12,28,SAC,NBA,C,54,1039,,,,27%,73%,-7.3,-1.8,36,10,71,0,20,2,163,5,22
2012-13,29,SAC,NBA,C,74,1209,,,,17%,83%,-1.3,+5.8,24,12,69,0,20,1,252,4,25
2013-14,30,TOT,NBA,C,61,754,,,,17%,84%,+5.5,+5.9,12,9,55,7,12,2,83,5,16
2013-14,30,SAC,NBA,C,16,179,,,,7%,93%,+1.4,+4.8,5,1,10,1,3,1,14,1,7
2013-14,30,TOR,NBA,C,45,575,,,,20%,80%,+6.9,+3.7,7,8,45,6,9,1,69,4,9
2014-15,31,TOR,NBA,C,29,255,,,,6%,94%,+9.3,+6.4,3,3,21,1,5,0,47,1,7
2015-16,32,HOU,NBA,C,2,24,,,,,100%,-4.1,-4.2,1,1,2,1,0,0,4,0,0
Career,,,NBA,,644,11815,,,,38%,62%,+4.1,+5.0,213,115,906,42,239,110,1766,60,280
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,HOU,NBA,,426,8558,,,1%,45%,54%,+6.0,+5.6,138,81,690,34,182,105,1221,45,210
3 seasons,,SAC,NBA,,144,2427,,,,20%,80%,-3.7,+2.5,65,23,150,1,43,4,429,10,54
2 seasons,,TOR,NBA,,74,830,,,,15%,85%,+7.6,+4.6,10,11,66,7,14,1,116,5,16
