Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,21,FTW,NBA,NA,14,NA,NA,0.218,0.143,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,NA
Career,NA,,NBA,NA,14,NA,NA,0.218,0.143,NA,NA,NA,NA,NA,-0.3,0.2,-0.1,NA
