Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2012-13,23,GSW,NBA,C,78,1120,9.3,0.467,0,0.479,14.3,16.4,15.4,2.7,1,5.2,23.5,10.7,NA,0,1.5,1.5,0.066,NA,-4,0.7,-3.4,-0.4
2014-15,25,GSW,NBA,C,46,504,16.2,0.58,0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,NA,0.8,0.9,1.7,0.159,NA,-2.2,0.3,-1.8,0
2015-16,26,GSW,NBA,C,46,770,17.7,0.559,0,0.579,13.5,21.9,18,5.8,1.1,4.8,11.7,18.2,NA,1.4,1.3,2.7,0.171,NA,-0.6,0.4,-0.1,0.4
Career,NA,,NBA,,170,2394,13.4,0.536,0,0.543,13.8,18.9,16.5,3.7,1,5.3,16.7,14.6,NA,2.2,3.8,5.9,0.119,NA,-2.5,0.5,-2,0
