Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Ira Bowman,,0.1,0.1,0
Jarell Eddie,73.9,0.1,0.1,0
Awvee Storey,52.9,0.2,0.1,0
Jared Cunningham,51.3,0.1,0,0
Jamison Brewer,50.7,0.2,0,0
Roger Mason,43.2,0.1,0.1,-0.1
Bo Kimble,43.0,0.1,0,0
Jannero Pargo,37.0,0.2,0.1,0.1
Dwight Buycks,34.8,0.2,0.1,0
Gerald Madkins,30.8,0.3,0.1,0
Michael Hawkins,30.0,0.2,0,0
