Season,Team,Lg,Salary
2008-09,San Antonio Spurs,NBA,"$187,248"
2008-09,New Orleans Hornets,NBA,"$26,007"
2009-10,Golden State Warriors,NBA,"$359,546"
2009-10,Portland Trail Blazers,NBA,"$51,983"
2010-11,Minnesota Timberwolves,NBA,"$2,200,000"
2011-12,Minnesota Timberwolves,NBA,"$2,050,000"
2012-13,Atlanta Hawks,NBA,"$915,852"
2013-14,Charlotte Bobcats,NBA,"$1,027,424"
2014-15,Detroit Pistons,NBA,"$3,000,000"
2015-16,Detroit Pistons,NBA,"$3,000,000"
2016-17,Sacramento Kings,NBA,"$8,000,000"
2017-18,Detroit Pistons,NBA,"$3,290,000"
2017-18,Sacramento Kings,NBA,"$2,000,000"
2018-19,Minnesota Timberwolves,NBA,"$5,750,000"
Career,(may be incomplete),,"$31,858,060"
