,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2019-20,21,CHI,NBA,SG,11,112,,27%,71%,2%,,+23.4,+27.7,2,0,4,0,3,0,10,2,4
Career,,,NBA,,11,112,,27%,71%,2%,,+23.4,+27.7,2,0,4,0,3,0,10,2,4
