Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998-99,23,SAC,NBA,C,16,0,42,7.7,20.6,0.375,0,0,NA,7.7,20.6,0.375,5.1,10.3,0.5,5.1,9.4,14.6,0.9,1.7,5.1,7.7,9.4,20.6
2001-02,26,SEA,NBA,C,56,40,949,5.1,10.4,0.491,0,0,NA,5.1,10.4,0.491,1.1,2.3,0.5,3.4,5.4,8.8,0.9,0.9,3.3,2.8,6.6,11.3
2002-03,27,SEA,NBA,C,51,16,766,5.2,10.9,0.478,0,0,NA,5.2,10.9,0.478,2.5,4.3,0.587,3.7,6.5,10.2,1.3,0.6,3.9,3.5,7.8,13
2003-04,28,SEA,NBA,C,65,24,990,4.7,9.4,0.498,0,0,NA,4.7,9.4,0.498,2.4,3.6,0.66,2.8,5.5,8.4,1.2,0.7,2.2,3,6.5,11.8
2004-05,29,SEA,NBA,C,80,80,1330,4.7,9.3,0.509,0,0.1,0,4.7,9.2,0.512,1.3,1.8,0.723,2.2,4.3,6.5,0.5,0.6,3,2.4,7.6,10.7
2005-06,30,NYK,NBA,C,45,9,406,5,10.7,0.463,0,0,NA,5,10.7,0.463,2.2,3.5,0.625,3.5,4.6,8.1,1.1,0.3,2,4.5,9.2,12.1
2006-07,31,NYK,NBA,C,41,11,273,4.4,10.4,0.418,0,0,NA,4.4,10.4,0.418,1.3,2.4,0.556,2.8,5.9,8.7,0.4,0.8,2,3,9.6,10
2007-08,32,NYK,NBA,C,2,0,5,7.2,7.2,1,0,0,NA,7.2,7.2,1,14.4,14.4,1,0,21.6,21.6,0,0,0,0,0,28.8
2008-09,33,NYK,NBA,C,2,0,10,10.8,28.8,0.375,0,0,NA,10.8,28.8,0.375,0,0,NA,3.6,7.2,10.8,0,3.6,3.6,3.6,7.2,21.6
Career,NA,,NBA,,358,180,4771,4.9,10.1,0.485,0,0,0,4.9,10.1,0.486,1.8,2.9,0.617,3,5.3,8.3,0.9,0.7,2.9,3,7.5,11.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SEA,NBA,,252,160,4035,4.9,9.9,0.495,0,0,0,4.9,9.8,0.496,1.8,2.8,0.621,2.9,5.3,8.2,0.9,0.7,3,2.8,7.1,11.5
4 seasons,NA,NYK,NBA,,90,20,694,4.8,10.8,0.445,0,0,NA,4.8,10.8,0.445,1.9,3.1,0.617,3.2,5.3,8.5,0.8,0.5,2,3.9,9.3,11.6
1 season,NA,SAC,NBA,,16,0,42,7.7,20.6,0.375,0,0,NA,7.7,20.6,0.375,5.1,10.3,0.5,5.1,9.4,14.6,0.9,1.7,5.1,7.7,9.4,20.6
