,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1976-77,18,TENNST,24,,108,204,,,24,41,,165,,,,,,240,.529,,.585,,10.0,6.9,
1977-78,19,TENNST,22,,153,318,,,47,75,,243,,,,,,353,.481,,.627,,16.0,11.0,
1978-79,20,TENNST,26,,124,255,,,66,110,,421,,,,,,314,.486,,.600,,12.1,16.2,
1979-80,21,TENNST,26,,,,,,,,,347,,,,,,437,,,,,16.8,13.3,
Career,,,98,,385,777,,,137,226,,1176,,,,,,1344,.495,,.606,,13.7,12.0,
