Season,Team,Lg,Salary
2011-12,New Orleans Hornets,NBA,"$1,567,500"
2012-13,Milwaukee Bucks,NBA,"$1,500,000"
2013-14,Atlanta Hawks,NBA,"$1,500,000"
Career,(may be incomplete),,"$4,567,500"
