,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,26,NOH,NBA,PF,54,1088,,,,65%,35%,-1.6,+4.0,17,11,47,9,29,6,166,11,32
2012-13,27,TOT,NBA,C,55,734,,,,31%,69%,+0.7,+6.0,15,11,39,13,17,9,154,3,15
2012-13,27,ORL,NBA,C,43,571,,,,38%,62%,-5.5,+2.6,13,9,26,12,14,8,128,3,14
2012-13,27,MIL,NBA,C,12,163,,,,5%,96%,+22.2,+25.1,2,2,13,1,3,1,26,0,1
2013-14,28,ATL,NBA,C,26,429,,,,,100%,-2.2,-2.2,9,6,21,10,9,3,65,0,14
Career,,,NBA,,135,2251,,,,42%,58%,-1.0,+3.5,41,28,107,32,55,18,385,14,61
,,,,,,,,,,,,,,,,,,,,,,
1 season,,NOH,NBA,,54,1088,,,,65%,35%,-1.6,+4.0,17,11,47,9,29,6,166,11,32
1 season,,ORL,NBA,,43,571,,,,38%,62%,-5.5,+2.6,13,9,26,12,14,8,128,3,14
1 season,,ATL,NBA,,26,429,,,,,100%,-2.2,-2.2,9,6,21,10,9,3,65,0,14
1 season,,MIL,NBA,,12,163,,,,5%,96%,+22.2,+25.1,2,2,13,1,3,1,26,0,1
