Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Gustavo Ayón,,3.2,1.2,0.7
Bismack Biyombo,93.4,3.2,1.4,0.6
Željko Rebrača,92.7,3.3,1.3,0.5
Ivica Zubac,92.7,3.2,1.1,1
Robin Lopez,87.3,3.2,1.5,1.1
Ervin Johnson,85.6,3.9,1.3,0.7
Jake Tsakalidis,85.1,2.8,1.3,0.9
Joel Anthony,84.0,3.1,1.7,0.6
Alex Len,84.0,3.4,1.3,0.2
Mel Counts,83.9,2.9,1.5,1
Jim McIlvaine,81.9,3,1.8,0.8
