Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987-88,23,UTA,NBA,SG,36,0,6.3,0.5,1.3,.375,0.1,0.2,.286,0.4,1.1,.390,.396,0.2,0.4,.615,0.1,0.3,0.4,0.6,0.2,0.0,0.5,1.2,1.3
1988-89,24,UTA,NBA,SG,19,0,9.3,0.6,1.7,.364,0.0,0.1,.000,0.6,1.7,.375,.364,0.3,0.6,.545,0.2,0.4,0.6,1.1,0.5,0.0,0.7,1.2,1.6
1989-90,25,Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium),Did Not Play (other pro league—Belgium)
1990-91,26,GSW,NBA,SG,5,0,4.2,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.6,1.2,.500,0.4,0.2,0.6,0.8,0.0,0.0,0.4,0.8,0.6
1991-92,27,SEA,NBA,SG,44,0,5.4,0.6,1.2,.472,0.0,0.2,.143,0.5,1.0,.522,.481,0.3,0.6,.577,0.1,0.5,0.6,1.2,0.0,0.0,0.5,0.6,1.5
1992-93,28,BOS,NBA,SG,7,0,5.9,0.4,1.9,.231,0.0,0.1,.000,0.4,1.7,.250,.231,1.6,2.0,.786,0.0,0.1,0.1,1.4,0.3,0.1,0.4,0.1,2.4
Career,NA,,NBA,,111,0,6.3,0.5,1.4,.387,0.0,0.1,.188,0.5,1.2,.410,.397,0.4,0.6,.614,0.1,0.4,0.5,1.0,0.2,0.0,0.5,0.9,1.5
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,NA,UTA,NBA,,55,0,7.3,0.5,1.5,.370,0.0,0.1,.250,0.5,1.3,.384,.383,0.3,0.4,.583,0.1,0.3,0.5,0.8,0.3,0.0,0.6,1.2,1.4
1 season,NA,SEA,NBA,,44,0,5.4,0.6,1.2,.472,0.0,0.2,.143,0.5,1.0,.522,.481,0.3,0.6,.577,0.1,0.5,0.6,1.2,0.0,0.0,0.5,0.6,1.5
1 season,NA,BOS,NBA,,7,0,5.9,0.4,1.9,.231,0.0,0.1,.000,0.4,1.7,.250,.231,1.6,2.0,.786,0.0,0.1,0.1,1.4,0.3,0.1,0.4,0.1,2.4
1 season,NA,GSW,NBA,,5,0,4.2,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.6,1.2,.500,0.4,0.2,0.6,0.8,0.0,0.0,0.4,0.8,0.6
