Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2007-08,21,GSW,NBA,SG,33,0,241,7.3,18.7,0.387,3.2,8.3,0.39,4,10.5,0.385,1.4,1.8,0.778,0.6,2.2,2.8,3,1,0,2.4,3,19.1,NA,97,115
2008-09,22,GSW,NBA,SG,42,23,882,7.8,17.6,0.442,2.9,7.3,0.397,4.9,10.3,0.473,2.2,2.9,0.769,0.6,3.4,3.9,4.9,2,0.1,3.3,4,20.6,NA,104,116
2009-10,23,TOR,NBA,SG,66,1,1121,7.1,17.4,0.406,2.8,7.3,0.38,4.3,10.2,0.425,4.6,5.6,0.835,0.6,3.7,4.4,4.1,1.9,0.2,2.8,3.7,21.6,NA,106,114
2010-11,24,NOH,NBA,SG,80,69,1957,8.3,19.1,0.437,3.7,9,0.414,4.6,10.1,0.458,2.7,3.5,0.784,0.5,3.7,4.2,2.5,1.1,0.2,2.1,4,23.1,NA,107,109
2011-12,25,NOH,NBA,SG,66,55,1966,7.9,19,0.417,3,7.9,0.377,4.9,11.1,0.445,2.8,3.6,0.783,0.5,4.2,4.8,2.8,1.3,0.1,1.9,3.2,21.6,NA,105,109
2012-13,26,CHI,NBA,SG,73,27,1882,6.9,17.4,0.395,2.3,6.3,0.357,4.6,11.1,0.416,4,4.8,0.839,0.4,3.6,4,4.2,1.3,0.2,2.3,4,20,NA,104,107
2013-14,27,SAS,NBA,SF,80,25,2016,8.4,17.4,0.485,3.2,7.3,0.43,5.3,10.1,0.525,2.8,3.3,0.847,0.5,5.2,5.7,4.5,1.3,0.2,2.4,3.3,22.8,NA,114,105
2014-15,28,SAS,NBA,SG,62,9,1388,7.3,17.3,0.423,3.2,8.5,0.374,4.2,8.9,0.471,3.1,3.7,0.848,1,4.8,5.8,3.5,1.1,0.1,2.2,3.1,20.9,NA,107,106
2015-16,29,SAC,NBA,SG,68,7,1672,7,18.2,0.386,2.6,8.5,0.306,4.4,9.7,0.456,3.3,4,0.833,0.3,3.1,3.4,3.6,1.1,0.1,2.3,2.6,20,NA,99,113
2016-17,30,CHO,NBA,SG,74,0,1778,7.4,17.4,0.429,2.9,8,0.36,4.6,9.4,0.488,4.2,4.7,0.893,0.4,4.6,5,4.1,1.2,0.3,2,2.5,22,NA,110,112
2017-18,31,TOT,NBA,SG,80,2,1947,8.4,19.1,0.441,3.7,9.9,0.377,4.7,9.2,0.509,3.7,4.1,0.908,0.5,3.3,3.8,3.7,1.6,0.3,2.3,2.3,24.2,NA,110,111
2017-18,31,ATL,NBA,SG,52,1,1210,8,19.6,0.41,3.7,10,0.372,4.3,9.6,0.45,4.1,4.4,0.927,0.6,3.5,4,4.2,1.9,0.1,2.2,1.7,23.9,NA,109,113
2017-18,31,PHI,NBA,SG,28,1,737,9,18.2,0.495,3.7,9.7,0.385,5.3,8.5,0.618,3.1,3.5,0.87,0.4,2.9,3.3,2.9,1.3,0.6,2.6,3.3,24.8,NA,114,109
2018-19,32,SAS,NBA,SG,79,1,1815,7.7,18.6,0.413,4,10.6,0.372,3.7,7.9,0.468,3,3.3,0.903,0.4,4.9,5.3,3.6,0.9,0.2,1.9,3.3,22.3,NA,109,114
2019-20,33,SAS,NBA,SG,52,0,779,6.5,16.7,0.391,3.5,9.6,0.368,3,7.2,0.422,2,2.5,0.78,0.2,5.3,5.5,3.9,0.6,0.1,1,2.5,18.6,NA,108,118
Career,NA,,NBA,,855,219,19444,7.7,18.1,0.424,3.2,8.4,0.376,4.5,9.7,0.465,3.2,3.8,0.845,0.5,4.1,4.6,3.7,1.3,0.2,2.2,3.2,21.7,NA,107,111
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SAS,NBA,,273,35,5998,7.7,17.7,0.436,3.5,8.9,0.388,4.2,8.7,0.485,2.8,3.3,0.858,0.5,5,5.6,3.9,1,0.2,2,3.1,21.7,NA,110,110
2 seasons,NA,NOH,NBA,,146,124,3923,8.1,19,0.427,3.3,8.4,0.396,4.8,10.6,0.451,2.8,3.5,0.783,0.5,4,4.5,2.7,1.2,0.2,2,3.6,22.3,NA,106,109
2 seasons,NA,GSW,NBA,,75,23,1123,7.7,17.8,0.429,3,7.5,0.395,4.7,10.3,0.454,2,2.7,0.77,0.6,3.1,3.7,4.5,1.8,0,3.1,3.8,20.3,NA,102,116
1 season,NA,CHO,NBA,,74,0,1778,7.4,17.4,0.429,2.9,8,0.36,4.6,9.4,0.488,4.2,4.7,0.893,0.4,4.6,5,4.1,1.2,0.3,2,2.5,22,NA,110,112
1 season,NA,CHI,NBA,,73,27,1882,6.9,17.4,0.395,2.3,6.3,0.357,4.6,11.1,0.416,4,4.8,0.839,0.4,3.6,4,4.2,1.3,0.2,2.3,4,20,NA,104,107
1 season,NA,SAC,NBA,,68,7,1672,7,18.2,0.386,2.6,8.5,0.306,4.4,9.7,0.456,3.3,4,0.833,0.3,3.1,3.4,3.6,1.1,0.1,2.3,2.6,20,NA,99,113
1 season,NA,TOR,NBA,,66,1,1121,7.1,17.4,0.406,2.8,7.3,0.38,4.3,10.2,0.425,4.6,5.6,0.835,0.6,3.7,4.4,4.1,1.9,0.2,2.8,3.7,21.6,NA,106,114
1 season,NA,ATL,NBA,,52,1,1210,8,19.6,0.41,3.7,10,0.372,4.3,9.6,0.45,4.1,4.4,0.927,0.6,3.5,4,4.2,1.9,0.1,2.2,1.7,23.9,NA,109,113
