,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,21,GSW,NBA,SG,33,241,38%,60%,2%,,,-9.3,-11.9,3,4,3,3,5,0,35,2,5
2008-09,22,GSW,NBA,SG,42,882,7%,81%,12%,,,-4.7,-0.9,37,16,32,2,18,22,198,6,15
2009-10,23,TOR,NBA,SG,66,1121,3%,92%,6%,,,+1.8,+5.4,34,14,30,7,42,10,195,7,22
2010-11,24,NOH,NBA,SG,80,1957,,79%,21%,,,+1.2,+0.9,33,20,66,13,47,14,199,9,26
2011-12,25,NOH,NBA,SG,66,1966,36%,63%,1%,,,-6.6,-6.2,33,27,47,4,41,11,214,12,22
2012-13,26,CHI,NBA,SG,73,1882,1%,94%,5%,,,-1.1,-3.2,40,26,48,6,55,14,333,11,37
2013-14,27,SAS,NBA,SF,80,2016,,26%,68%,6%,,+7.4,-1.7,55,23,52,9,48,16,419,19,31
2014-15,28,SAS,NBA,SG,62,1388,11%,84%,5%,,,-0.1,-10.2,33,18,28,4,35,9,226,4,9
2015-16,29,SAC,NBA,SG,68,1672,,56%,43%,1%,,-6.2,-5.9,45,23,40,4,48,10,300,17,9
2016-17,30,CHO,NBA,SG,74,1778,,66%,34%,,,0.0,-0.7,42,20,37,5,53,15,349,9,11
2017-18,31,TOT,NBA,SG,80,1947,,49%,49%,1%,,-1.9,-1.8,54,24,38,5,52,6,350,11,21
2017-18,31,ATL,NBA,SG,52,1210,,49%,49%,2%,,-10.0,-5.9,29,15,13,4,38,6,247,6,15
2017-18,31,PHI,NBA,SG,28,737,,50%,50%,,,+11.1,+7.8,25,9,25,1,14,0,103,5,6
2018-19,32,SAS,NBA,SG,79,1815,1%,66%,33%,,,+1.6,-1.0,39,21,53,3,48,11,321,13,18
2019-20,33,SAS,NBA,SG,52,779,,19%,71%,10%,,+1.6,+4.6,7,5,26,0,15,6,149,3,7
Career,,,NBA,,855,19444,6%,64%,29%,1%,,-0.6,-2.3,455,241,500,65,507,144,3288,123,233
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,SAS,NBA,,273,5998,3%,50%,43%,3%,,+3.2,-2.6,134,67,159,16,146,42,1115,39,65
2 seasons,,NOH,NBA,,146,3923,18%,71%,11%,,,-2.7,-2.7,66,47,113,17,88,25,413,21,48
2 seasons,,GSW,NBA,,75,1123,13%,77%,10%,,,-5.6,-3.3,40,20,35,5,23,22,233,8,20
1 season,,CHO,NBA,,74,1778,,66%,34%,,,0.0,-0.7,42,20,37,5,53,15,349,9,11
1 season,,CHI,NBA,,73,1882,1%,94%,5%,,,-1.1,-3.2,40,26,48,6,55,14,333,11,37
1 season,,SAC,NBA,,68,1672,,56%,43%,1%,,-6.2,-5.9,45,23,40,4,48,10,300,17,9
1 season,,TOR,NBA,,66,1121,3%,92%,6%,,,+1.8,+5.4,34,14,30,7,42,10,195,7,22
1 season,,ATL,NBA,,52,1210,,49%,49%,2%,,-10.0,-5.9,29,15,13,4,38,6,247,6,15
1 season,,PHI,NBA,,28,737,,50%,50%,,,+11.1,+7.8,25,9,25,1,14,0,103,5,6
