,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,23,PHI,NBA,PG,67,1528,100%,,,,,-0.6,-4.3,56,28,50,6,54,0,426,13,50
2002-03,24,SAS,NBA,PG,30,471,100%,,,,,+2.4,-4.2,19,8,17,2,19,0,182,4,8
2003-04,25,GSW,NBA,PG,60,1595,100%,,,,,+3.7,+7.4,51,42,42,6,72,0,616,16,51
2004-05,26,TOT,NBA,PG,62,1866,100%,,,,,-5.3,0.0,50,44,60,12,80,0,867,23,47
2004-05,26,GSW,NBA,PG,46,1501,100%,,,,,-5.5,-5.0,40,31,53,10,62,0,660,17,41
2004-05,26,NOH,NBA,PG,16,365,100%,,,,,-4.0,+4.8,10,13,7,2,18,0,207,6,6
2005-06,27,NOK,NBA,PG,71,2019,100%,,,,,+0.9,+8.1,61,61,64,15,120,37,749,29,60
2006-07,28,ATL,NBA,PG,42,1054,100%,,,,,-5.7,-0.5,39,17,59,3,22,21,399,6,20
2008-09,30,ATL,NBA,PG,2,15,100%,,,,,-14.3,-16.2,0,0,0,0,1,1,6,0,2
Career,,,NBA,,334,8548,100%,,,,,-1.0,+2.2,276,200,292,44,368,59,3245,91,238
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,106,3096,100%,,,,,-0.8,+1.4,91,73,95,16,134,0,1276,33,92
2 seasons,,"NOH,NOK",NBA,,87,2384,100%,,,,,+0.1,+7.5,71,74,71,17,138,37,956,35,66
1 season,,PHI,NBA,,67,1528,100%,,,,,-0.6,-4.3,56,28,50,6,54,0,426,13,50
2 seasons,,ATL,NBA,,44,1069,100%,,,,,-5.8,-0.7,39,17,59,3,23,22,405,6,22
1 season,,SAS,NBA,,30,471,100%,,,,,+2.4,-4.2,19,8,17,2,19,0,182,4,8
