,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,HSM,ABA,,11,,1,,,,8,11,,,,,,,25
1968-69,24,HSM,ABA,,9,,0,,,,6,8,,,,,,,22
Career,,,,,11,,1,,,,8,11,,,,,,,25
