Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,26,NYK,BAA,NA,60,NA,NA,0.333,0.265,NA,NA,NA,NA,NA,2.2,1.6,3.9,NA
1947-48,27,NYK,BAA,NA,47,NA,NA,0.295,0.269,NA,NA,NA,NA,NA,-0.5,2.2,1.7,NA
1948-49,28,BLB,BAA,NA,59,NA,NA,0.372,0.369,NA,NA,NA,NA,NA,0.6,0.6,1.1,NA
Career,NA,,BAA,NA,166,NA,NA,0.332,0.295,NA,NA,NA,NA,NA,2.3,4.4,6.7,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,BAA,NA,107,NA,NA,0.317,0.267,NA,NA,NA,NA,NA,1.8,3.8,5.6,NA
1 season,NA,BLB,BAA,NA,59,NA,NA,0.372,0.369,NA,NA,NA,NA,NA,0.6,0.6,1.1,NA
