Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1971-72,22,MMP,ABA,PG,4,13,10.1,0.444,0.556,0,0,0,0,12.2,NA,0,25.3,NA,0,0,0,-0.023
Career,NA,,ABA,,4,13,10.1,0.444,0.556,0,0,0,0,12.2,NA,0,25.3,NA,0,0,0,-0.023
