,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2012-13,22,HOU,NBA,PF,44,538,.455,12.6,.610,.258,.286,.033,.033,.390,.562,.727,.492,.143,.286,.289,.781,.028,6,1.000,.566,.319,0,0
2013-14,23,HOU,NBA,PF,62,952,.443,11.1,.716,.304,.351,.034,.027,.284,.519,.589,.471,.600,.250,.250,.727,.034,7,1.000,.333,.357,5,0
2014-15,24,HOU,NBA,PF,71,2037,.504,8.8,.810,.280,.466,.051,.013,.190,.536,.643,.500,.361,.222,.368,.595,.026,17,.980,.429,.351,1,0
2015-16,25,HOU,NBA,PF,37,547,.439,10.8,.722,.205,.400,.098,.020,.278,.500,.595,.488,.350,.500,.281,.716,.010,2,1.000,.368,.143,0,0
2016-17,26,NOP,NBA,PF,34,479,.413,12.4,.659,.188,.399,.065,.007,.341,.505,.692,.436,.444,.000,.234,.739,.014,2,1.000,.170,.375,0,0
2018-19,28,SAS,NBA,PF,3,13,.500,7.8,1.000,.333,.333,.333,.000,.000,.500,.500,.500,.500,,,1.000,.000,0,,,,0,0
Career,,,NBA,,251,4566,.469,10.4,.741,.264,.404,.054,.019,.259,.529,.640,.487,.381,.276,.300,.669,.024,34,.992,.399,.317,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,HOU,NBA,,214,4074,.475,10.2,.748,.271,.405,.052,.020,.252,.531,.637,.492,.370,.286,.308,.661,.025,32,.991,.429,.314,6,0
1 season,,NOP,NBA,,34,479,.413,12.4,.659,.188,.399,.065,.007,.341,.505,.692,.436,.444,.000,.234,.739,.014,2,1.000,.170,.375,0,0
1 season,,SAS,NBA,,3,13,.500,7.8,1.000,.333,.333,.333,.000,.000,.500,.500,.500,.500,,,1.000,.000,0,,,,0,0
