Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,21,PHO,NBA,C,5,63,17.7,0.43,0.186,NA,NA,NA,5.2,NA,NA,NA,-0.1,0.1,0,0.036,NA,NA,NA,NA,NA
1974-75,26,NYK,NBA,C,3,39,9.7,0.5,0,0,13.4,7,8.3,1.2,2.7,NA,0,0,0,0,NA,-3.3,1.1,-2.2,0
Career,NA,,NBA,,8,102,14.6,0.442,0.151,0,13.4,7,6.4,1.2,2.7,NA,-0.1,0.1,0,0.022,NA,-3.3,1.1,-2.2,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHO,NBA,,5,63,17.7,0.43,0.186,NA,NA,NA,5.2,NA,NA,NA,-0.1,0.1,0,0.036,NA,NA,NA,NA,NA
1 season,NA,NYK,NBA,,3,39,9.7,0.5,0,0,13.4,7,8.3,1.2,2.7,NA,0,0,0,0,NA,-3.3,1.1,-2.2,0
