Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,21,PHO,NBA,C,82,1394,14,0.512,0.442,NA,NA,NA,7.7,NA,NA,NA,1.4,0.7,2.1,0.071,NA,NA,NA,NA,NA
1970-71,22,PHO,NBA,C,82,2033,16.1,0.497,0.284,NA,NA,15.2,8.5,NA,NA,NA,2.1,3.1,5.1,0.121,NA,NA,NA,NA,NA
1971-72,23,PHO,NBA,C,81,2142,18.4,0.525,0.325,NA,NA,14.9,10.5,NA,NA,NA,3.9,3.2,7.1,0.159,NA,NA,NA,NA,NA
1972-73,24,PHO,NBA,C,81,3114,18,0.507,0.244,NA,NA,15.7,13.2,NA,NA,NA,4.3,2.5,6.8,0.105,NA,NA,NA,NA,NA
1973-74,25,PHO,NBA,C,82,2549,19.1,0.502,0.239,9.4,23.7,16.6,19.2,1.3,1.1,NA,3.8,2.3,6.1,0.115,NA,2.3,-0.3,1.9,2.5
1974-75,26,TOT,NBA,C,67,1125,14.8,0.464,0.222,7.9,23,15.2,16.5,1.5,1.1,NA,-0.1,1.3,1.2,0.053,NA,-1.5,0.3,-1.3,0.2
1974-75,26,NOJ,NBA,C,37,851,15.4,0.465,0.223,8.3,23,15.4,18,1.5,1.2,NA,0,1,1,0.055,NA,-1,0.4,-0.6,0.3
1974-75,26,NYK,NBA,C,30,274,13,0.46,0.217,6.8,22.8,14.7,11.8,1.2,0.6,NA,0,0.3,0.3,0.046,NA,-3.2,-0.1,-3.3,-0.1
1975-76,27,NYK,NBA,C,82,1340,14.5,0.463,0.163,7.4,22.7,14.9,13.2,0.9,0.9,NA,0.2,1.5,1.7,0.06,NA,-1.2,-0.2,-1.4,0.2
1976-77,28,NYK,NBA,C,11,135,12.6,0.516,0.123,4,16.8,10.5,6.2,1.3,1.2,NA,0.1,0.1,0.2,0.07,NA,-2.6,-0.1,-2.7,0
Career,NA,,NBA,,568,13832,16.9,0.501,0.269,8.4,23.1,15.5,12.9,1.2,1.1,NA,15.6,14.7,30.3,0.105,NA,0.4,-0.2,0.2,2.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHO,NBA,,408,11232,17.5,0.508,0.287,9.4,23.7,15.6,12.5,1.3,1.1,NA,15.4,11.7,27.2,0.116,NA,2.3,-0.3,1.9,2.5
3 seasons,NA,NYK,NBA,,123,1749,14.1,0.467,0.168,7,22.3,14.5,12.4,1,0.9,NA,0.2,2,2.1,0.059,NA,-1.6,-0.2,-1.8,0.1
1 season,NA,NOJ,NBA,,37,851,15.4,0.465,0.223,8.3,23,15.4,18,1.5,1.2,NA,0,1,1,0.055,NA,-1,0.4,-0.6,0.3
