,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,21,PHO,NBA,,8,20,2,2,,,13,1,,,4,18
1974-75,26,TOT,NBA,,3,4,0,0,,,3,1,,,2,6
1974-75,26,NYK,NBA,,3,4,0,0,,,3,1,,,2,6
Career,,,,,8,20,2,2,,,13,1,,,4,18
1 Season,,PHO,NBA,,8,20,2,2,,,13,1,,,4,18
1 Season,,NYK,NBA,,3,4,0,0,,,3,1,,,2,6
