,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1970-71,23,NYA,ABA,,9,,3,,,,13,18,,,,,,,,,23
1971-72,24,NYA,ABA,,11,,0,,,,9,14,,,,,,,,,25
1972-73,25,SDA,ABA,,11,,2,,,,11,14,,,,,,,,,29
1973-74,26,TOT,ABA,,6,,1,,,,7,10,,,,,,,,,18
1973-74,26,NYA,ABA,,4,,1,,,,4,6,,,,,,,,,12
1973-74,26,CAR,ABA,,6,,1,,,,7,10,,,,,,,,,18
Career,,,,,11,,3,,,,13,18,,,,,,,,,29
3 Seasons,,NYA,ABA,,11,,3,,,,13,18,,,,,,,,,25
1 Season,,SDA,ABA,,11,,2,,,,11,14,,,,,,,,,29
1 Season,,CAR,ABA,,6,,1,,,,7,10,,,,,,,,,18
