Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,23,SYR,NBA,PG,66,NA,1889,235,579,0.406,188,264,0.712,274,244,199,658
1952-53,24,SYR,NBA,PG,71,NA,2519,255,635,0.402,284,442,0.643,281,364,244,794
1953-54,25,SYR,NBA,PG,72,NA,2370,280,744,0.376,257,410,0.627,268,272,179,817
1954-55,26,SYR,NBA,PG,67,NA,2015,228,605,0.377,140,229,0.611,227,331,148,596
1955-56,27,SYR,NBA,PG,72,NA,2343,284,763,0.372,176,275,0.64,250,410,150,744
1957-58,29,CIN,NBA,PG,63,NA,2272,235,645,0.364,140,227,0.617,306,337,124,610
Career,NA,,NBA,,411,NA,13408,1517,3971,0.382,1185,1847,0.642,1606,1958,1044,4219
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SYR,NBA,,348,NA,11136,1282,3326,0.385,1045,1620,0.645,1300,1621,920,3609
1 season,NA,CIN,NBA,,63,NA,2272,235,645,0.364,140,227,0.617,306,337,124,610
