Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,23,SYR,NBA,PG,6,NA,207,19,54,0.352,19,28,0.679,29,21,17,57
1952-53,24,SYR,NBA,PG,2,NA,67,6,13,0.462,10,12,0.833,5,9,12,22
1953-54,25,SYR,NBA,PG,10,NA,286,25,62,0.403,38,63,0.603,22,21,30,88
1954-55,26,SYR,NBA,PG,11,NA,371,46,117,0.393,35,55,0.636,41,62,33,127
1955-56,27,SYR,NBA,PG,8,NA,317,39,108,0.361,38,48,0.792,47,60,16,116
1957-58,29,CIN,NBA,PG,2,NA,79,7,28,0.25,4,6,0.667,5,7,5,18
Career,NA,,NBA,,39,NA,1327,142,382,0.372,144,212,0.679,149,180,113,428
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SYR,NBA,,37,NA,1248,135,354,0.381,140,206,0.68,144,173,108,410
1 season,NA,CIN,NBA,,2,NA,79,7,28,0.25,4,6,0.667,5,7,5,18
