Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1951-52,23,SYR,NBA,PG,66,1889,16.6,0.473,0.456,NA,NA,NA,NA,NA,3.9,2.5,6.4,0.162
1952-53,24,SYR,NBA,PG,71,2519,16.2,0.479,0.696,NA,NA,NA,NA,NA,4.9,3.2,8.1,0.155
1953-54,25,SYR,NBA,PG,72,2370,14.5,0.442,0.551,NA,NA,NA,NA,NA,2.7,3.6,6.3,0.129
1954-55,26,SYR,NBA,PG,67,2015,12.8,0.422,0.379,NA,NA,NA,NA,NA,0.6,3.2,3.8,0.09
1955-56,27,SYR,NBA,PG,72,2343,13.1,0.421,0.36,NA,NA,NA,NA,NA,0.5,3.3,3.8,0.078
1957-58,29,CIN,NBA,PG,63,2272,11.3,0.409,0.352,NA,NA,NA,NA,NA,0.4,2.6,3,0.064
Career,NA,,NBA,,411,13408,14.1,0.441,0.465,NA,NA,NA,NA,NA,12.9,18.5,31.4,0.113
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SYR,NBA,,348,11136,14.6,0.447,0.487,NA,NA,NA,NA,NA,12.6,15.8,28.4,0.122
1 season,NA,CIN,NBA,,63,2272,11.3,0.409,0.352,NA,NA,NA,NA,NA,0.4,2.6,3,0.064
