,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,NJA,ABA,,13,,5,,,,24,29,,,,,,,42
1968-69,26,TOT,ABA,,13,,3,,,,15,15,,,,,,,41
1968-69,26,NYA,ABA,,0,,0,,,,1,1,,,,,,,1
1968-69,26,MNP,ABA,,0,,0,,,,0,0,,,,,,,0
1968-69,26,HSM,ABA,,13,,3,,,,15,15,,,,,,,41
Career,,,,,13,,5,,,,24,29,,,,,,,42
2 Seasons,,"NJA,NYA",ABA,,13,,5,,,,24,29,,,,,,,42
1 Season,,HSM,ABA,,13,,3,,,,15,15,,,,,,,41
1 Season,,MNP,ABA,,0,,0,,,,0,0,,,,,,,0
