,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1953-54,21,TOT,NBA,,9,,13,,,,,29
1953-54,21,MLH,NBA,,6,,5,5,,,6,17
1953-54,21,BLB,NBA,,9,,13,,,,,29
1954-55,22,TOT,NBA,,7,,10,11,,,6,16
1954-55,22,BOS,NBA,,0,0,1,1,,,2,1
1954-55,22,FTW,NBA,,7,,10,11,,,6,16
1955-56,23,FTW,NBA,,9,,14,15,,,5,26
1956-57,24,FTW,NBA,,11,,8,12,,,6,29
1957-58,25,DET,NBA,,10,,5,8,,,5,24
Career,,,,,11,,14,,,,,29
4 Seasons,,"DET,FTW",NBA,,11,,14,15,,,6,29
1 Season,,BLB,NBA,,9,,13,,,,,29
1 Season,,MLH,NBA,,6,,5,5,,,6,17
1 Season,,BOS,NBA,,0,0,1,1,,,2,1
