Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,21,TOT,NBA,PF,70,1970,13.4,0.448,0.473,NA,NA,NA,NA,NA,2,0.7,2.8,0.067
1953-54,21,MLH,NBA,,11,166,16.9,0.416,0.548,NA,NA,NA,NA,NA,0,0.2,0.2,0.067
1953-54,21,BLB,NBA,PF,59,1804,13.1,0.452,0.464,NA,NA,NA,NA,NA,2,0.5,2.5,0.067
1954-55,22,TOT,NBA,C,64,1326,NA,0.456,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,BLB,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,BOS,NBA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954-55,22,FTW,NBA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955-56,23,FTW,NBA,C,70,1535,22,0.523,0.666,NA,NA,NA,NA,NA,4.9,1.9,6.9,0.214
1956-57,24,FTW,NBA,C,60,1592,17.6,0.489,0.4,NA,NA,NA,NA,NA,3.3,1.2,4.5,0.134
1957-58,25,DET,NBA,PF,17,302,11.5,0.41,0.314,NA,NA,NA,NA,NA,0,0.2,0.2,0.031
Career,NA,,NBA,,281,6725,17,0.478,0.494,NA,NA,NA,NA,NA,10.2,4,14.3,0.102
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"FTW,DET",NBA,,147,3429,19,0.497,0.509,NA,NA,NA,NA,NA,8.2,3.3,11.5,0.161
2 seasons,NA,BLB,NBA,,59,1804,13.1,0.452,0.464,NA,NA,NA,NA,NA,2,0.5,2.5,0.067
1 season,NA,MLH,NBA,,11,166,16.9,0.416,0.548,NA,NA,NA,NA,NA,0,0.2,0.2,0.067
1 season,NA,BOS,NBA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
