,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,27,UTA,NBA,SG,47,924,1%,81%,18%,,,+4.7,+5.9,28,22,43,11,40,3,137,6,28
2015-16,28,UTA,NBA,SG,20,173,2%,67%,31%,,,+7.3,+5.7,4,3,8,1,7,2,47,0,4
2016-17,29,PHO,NBA,SG,2,23,,100%,,,,-9.3,-3.4,1,1,1,0,1,0,3,0,0
Career,,,NBA,,69,1120,1%,79%,20%,,,+4.8,+5.7,33,26,52,12,48,5,187,6,32
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,UTA,NBA,,67,1097,1%,79%,20%,,,+5.1,+5.9,32,25,51,12,47,5,184,6,32
1 season,,PHO,NBA,,2,23,,100%,,,,-9.3,-3.4,1,1,1,0,1,0,3,0,0
