Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Elijah Millsap,,0.4,0.1,-0.1,NA
Brad Holland,79.6,0.3,0.1,-0.1,NA
Malcolm Lee,74.6,0.4,0.1,0,NA
Billy Thomas,74.0,0.4,0.2,-0.1,NA
Corey Beck,70.9,0.4,0.2,-0.1,NA
Michael Phelps,59.6,0.3,0.1,-0.1,NA
Russ Lee,57.3,0.3,0.2,0,NA
Derrick Dial,55.0,0.4,0.1,0.1,0.1
Lance Blanks,49.1,0.4,0.2,0.1,NA
Bob Duffy,48.2,0.3,0.1,0.1,NA
Briante Weber,47.6,0.4,0.3,0,NA
