Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27,CHS,BAA,NA,10,NA,NA,5,43,0.116,1,4,0.25,NA,3,10,11
1947-48,28,CHS,BAA,NA,4,NA,NA,3,15,0.2,1,3,0.333,NA,2,13,7
Career,NA,,BAA,NA,14,NA,NA,8,58,0.138,2,7,0.286,NA,5,23,18
