Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1966-67,22,CIN,NBA,PF,33,NA,201,30,97,0.309,NA,NA,NA,30,97,0.309,0.309,10,17,0.588,NA,NA,69,6,NA,35,70
1967-68,23,SDR,NBA,PF,30,NA,228,25,97,0.258,NA,NA,NA,25,97,0.258,0.258,23,34,0.676,NA,NA,77,7,NA,28,73
1968-69,24,DLC,ABA,PF,1,NA,15,3,4,0.75,0,0,NA,3,4,0.75,0.75,1,2,0.5,2,5,7,1,1,4,7
Career,NA,,TOT,,64,NA,444,58,198,0.293,0,0,NA,58,198,0.293,0.293,34,53,0.642,2,5,153,14,1,67,150
,NA,,NBA,,63,NA,429,55,194,0.284,NA,NA,NA,55,194,0.284,0.284,33,51,0.647,NA,NA,146,13,NA,63,143
,NA,,ABA,,1,NA,15,3,4,0.75,0,0,NA,3,4,0.75,0.75,1,2,0.5,2,5,7,1,1,4,7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CIN,NBA,,33,NA,201,30,97,0.309,NA,NA,NA,30,97,0.309,0.309,10,17,0.588,NA,NA,69,6,NA,35,70
1 season,NA,SDR,NBA,,30,NA,228,25,97,0.258,NA,NA,NA,25,97,0.258,0.258,23,34,0.676,NA,NA,77,7,NA,28,73
1 season,NA,DLC,ABA,,1,NA,15,3,4,0.75,0,0,NA,3,4,0.75,0.75,1,2,0.5,2,5,7,1,1,4,7
