,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2001-02,22,TOT,NBA,43:12,7,14,2,3,5,11,2,4,2,6,8,5,4,2,3,6,18,21.9
2001-02,22,IND,NBA,43:12,7,14,2,3,5,11,2,4,2,6,8,5,4,2,3,6,18,21.9
2002-03,23,IND,NBA,47:29,8,18,4,10,7,13,10,11,5,5,10,6,4,4,4,6,26,23.3
2003-04,24,IND,NBA,43:43,12,23,2,7,10,20,10,15,6,10,11,6,3,3,5,6,28,21.7
2005-06,26,TOT,NBA,46:12,8,21,4,8,7,15,7,10,3,9,12,4,5,2,3,5,24,21.8
2005-06,26,SAC,NBA,46:12,8,21,4,8,7,15,7,10,3,9,12,4,5,2,3,5,24,21.8
2008-09,29,HOU,NBA,44:25,11,23,4,11,8,15,5,6,2,8,10,9,2,1,4,4,27,20.8
2009-10,30,LAL,NBA,46:01,10,18,4,8,6,11,4,8,5,6,7,5,5,2,4,6,25,23.4
2010-11,31,LAL,NBA,36:05,7,14,2,5,5,9,6,6,5,6,11,5,3,3,2,5,16,14.0
2011-12,32,LAL,NBA,43:41,5,15,4,11,3,7,3,4,1,5,6,5,4,2,2,4,15,13.9
2012-13,33,LAL,NBA,34:36,5,13,1,6,4,7,2,2,3,3,6,2,1,1,2,4,13,8.1
Career,,,,47:29,12,23,4,11,10,20,10,15,6,10,12,9,5,4,5,6,28,23.4
4 Seasons,,LAL,NBA,46:01,10,18,4,11,6,11,6,8,5,6,11,5,5,3,4,6,25,23.4
3 Seasons,,IND,NBA,47:29,12,23,4,10,10,20,10,15,6,10,11,6,4,4,5,6,28,23.3
1 Season,,HOU,NBA,44:25,11,23,4,11,8,15,5,6,2,8,10,9,2,1,4,4,27,20.8
1 Season,,SAC,NBA,46:12,8,21,4,8,7,15,7,10,3,9,12,4,5,2,3,5,24,21.8
