Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,22,BOS,BAA,NA,60,NA,NA,120,429,0.28,78,127,0.614,NA,29,78,318
Career,NA,,BAA,NA,60,NA,NA,120,429,0.28,78,127,0.614,NA,29,78,318
