Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1966-67,26,DET,NBA,PF,7,22,12.7,0.429,NA,0.375,NA,NA,NA,6.8,NA,NA,NA,0,0,0,-0.016
1967-68,27,PTP,ABA,,13,119,3.9,0.382,0,0.85,NA,NA,8.2,1,12.7,9.9,NA,-0.1,0.1,0,-0.006
Career,NA,,TOT,,20,141,5.3,0.401,0,0.639,NA,NA,8.2,1.9,12.7,9.9,NA,-0.1,0.1,0,-0.007
,NA,,ABA,,13,119,3.9,0.382,0,0.85,NA,NA,8.2,1,12.7,9.9,NA,-0.1,0.1,0,-0.006
,NA,,NBA,,7,22,12.7,0.429,NA,0.375,NA,NA,NA,6.8,NA,NA,NA,0,0,0,-0.016
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PTP,ABA,,13,119,3.9,0.382,0,0.85,NA,NA,8.2,1,12.7,9.9,NA,-0.1,0.1,0,-0.006
1 season,NA,DET,NBA,,7,22,12.7,0.429,NA,0.375,NA,NA,NA,6.8,NA,NA,NA,0,0,0,-0.016
