,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1966-67,26,DET,NBA,,2,,,,,,2,2,,,,,,,4
1967-68,27,PTP,ABA,,3,,0,,,,3,7,,,,,,,7
Career,,,TOT,,3,,,,,,3,7,,,,,,,7
,,,NBA,,2,,,,,,2,2,,,,,,,4
,,,ABA,,3,,0,,,,3,7,,,,,,,7
,,,,,,,,,,,,,,,,,,,
1 Season,,PTP,ABA,,3,,0,,,,3,7,,,,,,,7
1 Season,,DET,NBA,,2,,,,,,2,2,,,,,,,4
