Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,21,VIR,ABA,SF,84,NA,3513,9.3,18.7,0.498,0,0.2,0.188,9.3,18.5,0.501,4.8,6.4,0.745,4.9,8.6,13.5,3.4,NA,NA,3.5,2.7,23.5
1972-73,22,VIR,ABA,SF,71,NA,2993,10.8,21.7,0.496,0.1,0.3,0.208,10.7,21.4,0.499,5.7,7.4,0.776,3.2,7.3,10.4,3.6,2.2,1.5,3.9,2.4,27.3
1973-74,23,NYA,ABA,SF,84,NA,3398,9.7,18.9,0.512,0.2,0.5,0.395,9.5,18.5,0.515,4.8,6.3,0.766,2.8,6.7,9.5,4.6,2,2.2,3.6,2.9,24.4
1974-75,24,NYA,ABA,SF,84,NA,3402,9.7,19.1,0.506,0.3,0.9,0.333,9.4,18.2,0.515,5.1,6.4,0.799,3,6.7,9.7,4.9,2,1.7,3.2,2.7,24.8
1975-76,25,NYA,ABA,SF,84,NA,3244,10.5,20.8,0.507,0.4,1.1,0.33,10.2,19.6,0.517,5.9,7.3,0.801,3.7,6.5,10.3,4.7,2.3,1.8,3.4,2.5,27.3
1976-77,26,PHI,NBA,SF,82,NA,2940,8.4,16.8,0.499,NA,NA,NA,8.4,16.8,0.499,4.9,6.3,0.777,2.4,6.2,8.5,3.7,1.9,1.4,NA,3.1,21.7
1977-78,27,PHI,NBA,SF,74,NA,2429,9.1,18,0.502,NA,NA,NA,9.1,18,0.502,4.5,5.4,0.845,2.7,4.5,7.1,4.1,2,1.4,3.5,3.1,22.6
1978-79,28,PHI,NBA,SF,78,NA,2802,9.2,18.7,0.491,NA,NA,NA,9.2,18.7,0.491,4.8,6.4,0.745,2.5,4.7,7.2,4.6,1.7,1.3,4,2.7,23.2
1979-80,29,PHI,NBA,SF,78,NA,2812,10.7,20.7,0.519,0.1,0.3,0.2,10.7,20.4,0.523,5.4,6.8,0.787,2.8,4.6,7.4,4.5,2.2,1.8,3.6,2.7,26.9
1980-81,30,PHI,NBA,SF,82,NA,2874,9.9,19.1,0.521,0.1,0.2,0.222,9.9,18.9,0.525,5.3,6.7,0.787,3.1,5.2,8.2,4.6,2.2,1.8,3.3,2.9,25.2
1981-82,31,PHI,NBA,SF,81,81,2789,10.1,18.4,0.546,0,0.1,0.273,10,18.3,0.548,5.3,7,0.763,2.8,4.3,7.2,4.1,2.1,1.8,2.8,3,25.5
1982-83,32,PHI,NBA,SF,72,72,2421,9,17.4,0.517,0,0.1,0.286,9,17.3,0.518,4.9,6.5,0.759,2.6,4.7,7.3,3.9,1.7,1.9,2.9,3,22.9
1983-84,33,PHI,NBA,SF,77,77,2683,9.1,17.8,0.512,0.1,0.3,0.333,9,17.5,0.515,4.9,6.5,0.754,2.5,4.6,7.1,4.1,1.9,1.9,3.1,2.9,23.2
1984-85,34,PHI,NBA,SF,78,78,2535,8.7,17.6,0.494,0,0.2,0.214,8.6,17.4,0.497,4.8,6.3,0.765,2.4,3.4,5.9,3.3,1.9,1.5,3,2.8,22.2
1985-86,35,PHI,NBA,SF,74,74,2474,7.6,15.8,0.48,0.1,0.5,0.281,7.5,15.3,0.486,4.2,5.4,0.785,2.5,2.9,5.4,3.6,1.6,1.2,3.1,2.9,19.5
1986-87,36,PHI,NBA,SF,60,60,1918,7.5,16,0.471,0.3,1,0.264,7.2,15,0.484,3.6,4.4,0.813,2.2,2.8,5,3.6,1.4,1.8,3,2.6,18.9
Career,NA,,TOT,,1243,442,45227,9.4,18.6,0.506,0.1,0.4,0.298,9.3,18.2,0.51,5,6.4,0.777,2.9,5.4,8.4,4.1,2,1.7,3.4,2.8,23.9
,NA,,NBA,,836,442,28677,9.1,17.9,0.507,0.1,0.3,0.261,9,17.7,0.51,4.8,6.2,0.777,2.6,4.4,7,4,1.9,1.6,3.2,2.9,23.1
,NA,,ABA,,407,NA,16550,10,19.8,0.504,0.2,0.6,0.322,9.8,19.2,0.509,5.2,6.7,0.778,3.5,7.2,10.7,4.2,2.1,1.8,3.5,2.6,25.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11 seasons,NA,PHI,NBA,,836,442,28677,9.1,17.9,0.507,0.1,0.3,0.261,9,17.7,0.51,4.8,6.2,0.777,2.6,4.4,7,4,1.9,1.6,3.2,2.9,23.1
3 seasons,NA,NYA,ABA,,252,NA,10044,10,19.6,0.508,0.3,0.8,0.343,9.7,18.7,0.516,5.3,6.7,0.789,3.2,6.6,9.8,4.7,2.1,1.9,3.4,2.7,25.5
2 seasons,NA,VIR,ABA,,155,NA,6506,10,20.1,0.497,0,0.2,0.2,9.9,19.9,0.5,5.2,6.9,0.76,4.1,8,12.1,3.5,2.2,1.5,3.7,2.6,25.2
