,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,22,PHI,NBA,PF,12,236,.557,10.3,1.000,.279,.164,.213,.344,.000,.557,.824,.300,.462,.524,,.794,.066,4,,,,0,0
2013-14,24,IND,NBA,PF,4,15,.500,11.3,1.000,.250,.250,.000,.500,.000,.500,1.000,.000,,.500,,1.000,.000,0,,,,0,0
2015-16,26,IND,NBA,PF,6,51,.300,7.6,1.000,.400,.300,.000,.300,.000,.300,.250,.333,,.333,,1.000,.100,1,,,,0,0
2016-17,27,IND,NBA,PF,3,11,,,,,,,,,,,,,,,,,0,,,,0,0
Career,,,NBA,,25,313,.520,10.0,1.000,.293,.187,.173,.347,.000,.520,.727,.286,.462,.500,,.821,.067,5,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,13,77,.357,8.6,1.000,.357,.286,.000,.357,.000,.357,.400,.250,,.400,,1.000,.071,1,,,,0,0
1 season,,PHI,NBA,,12,236,.557,10.3,1.000,.279,.164,.213,.344,.000,.557,.824,.300,.462,.524,,.794,.066,4,,,,0,0
