,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,HOU,NBA,PG,82,1654,99%,1%,,,,+3.5,+1.7,55,21,20,8,71,0,657,13,18
2001-02,28,HOU,NBA,PG,82,2249,100%,,,,,-5.1,+1.1,75,45,50,15,55,0,936,9,29
2002-03,29,HOU,NBA,PG,82,1375,100%,,,,,-0.8,-3.6,54,18,37,6,39,0,446,4,22
2003-04,30,TOT,NBA,PG,66,847,99%,2%,,,,-1.2,-1.5,32,22,23,4,27,0,269,4,12
2003-04,30,HOU,NBA,PG,30,401,97%,3%,,,,-2.2,-4.6,14,12,8,2,11,0,113,2,6
2003-04,30,NYK,NBA,PG,36,446,100%,,,,,-0.2,+1.5,18,10,15,2,16,0,156,2,6
2004-05,31,TOT,NBA,PG,38,360,100%,,,,,-4.2,-5.4,15,6,17,2,11,0,83,2,15
2004-05,31,NYK,NBA,PG,32,321,100%,,,,,-3.2,-0.3,14,6,17,2,10,0,72,2,13
2004-05,31,HOU,NBA,PG,6,39,100%,,,,,-13.0,-18.0,1,0,0,0,1,0,11,0,2
2005-06,32,TOT,NBA,PG,45,424,89%,11%,,,,-7.5,-5.4,15,10,20,2,18,2,112,3,10
2005-06,32,HOU,NBA,PG,29,241,94%,6%,,,,+5.6,+7.6,7,6,11,1,7,1,65,1,8
2005-06,32,NOK,NBA,PG,16,183,83%,18%,,,,-24.1,-22.0,8,4,9,1,11,1,47,2,2
Career,,,NBA,,395,6909,99%,1%,,,,-1.8,-0.7,246,122,167,37,221,2,2503,35,106
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,HOU,NBA,,311,5959,99%,1%,,,,-1.1,-0.1,206,102,126,32,184,1,2228,29,85
2 seasons,,NYK,NBA,,68,767,100%,,,,,-1.5,+0.8,32,16,32,4,26,0,228,4,19
1 season,,NOK,NBA,,16,183,83%,18%,,,,-24.1,-22.0,8,4,9,1,11,1,47,2,2
