Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,23,POR,NBA,SF,21,NA,10.7,1.1,3.7,0.312,0.7,1.3,0.536,0.8,1.3,2.1,0.7,0.2,0.2,1,2,3
Career,NA,,NBA,,21,NA,10.7,1.1,3.7,0.312,0.7,1.3,0.536,0.8,1.3,2.1,0.7,0.2,0.2,1,2,3
