,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1985-86,27,TOT,NBA,,1,2,0,1,1,2,1,1,0,2,2,1,0,1,2,2,3,2.7
1985-86,27,PHI,NBA,,1,2,0,1,1,2,1,1,0,2,2,1,0,1,2,2,3,2.7
1986-87,28,GSW,NBA,,3,4,1,1,3,4,3,3,1,2,2,2,2,0,1,2,8,8.0
Career,,,,,3,4,1,1,3,4,3,3,1,2,2,2,2,1,2,2,8,8.0
1 Season,,GSW,NBA,,3,4,1,1,3,4,3,3,1,2,2,2,2,0,1,2,8,8.0
1 Season,,PHI,NBA,,1,2,0,1,1,2,1,1,0,2,2,1,0,1,2,2,3,2.7
