,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2004-05,22,POR,NBA,SF,32,523,,,45%,54%,2%,-12.1,-8.6,20,8,44,2,15,0,58,1,10
2005-06,23,POR,NBA,SF,69,1492,,,64%,32%,4%,-10.6,+0.7,39,25,87,10,43,34,190,7,20
2006-07,24,CHI,NBA,PF,33,231,,,25%,72%,3%,-3.5,-9.4,9,2,18,2,8,4,49,0,5
2007-08,25,CHI,NBA,PF,9,105,,,73%,27%,,+5.1,+8.4,1,2,6,1,3,2,17,0,0
Career,,,NBA,,143,2351,,,56%,41%,3%,-9.5,-2.0,69,37,155,15,69,40,314,8,35
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,POR,NBA,,101,2015,,,59%,38%,4%,-11.0,-1.7,59,33,131,12,58,34,248,8,30
2 seasons,,CHI,NBA,,42,336,,,40%,58%,2%,-0.8,-3.8,10,4,24,3,11,6,66,0,5
