,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,20,DEN,NBA,C,62,1103,,,,1%,100%,-0.7,+4.4,20,28,96,25,53,6,115,6,38
2015-16,21,DEN,NBA,C,32,547,,,,,100%,-0.4,+3.1,5,29,47,15,42,7,92,11,26
2016-17,22,TOT,NBA,C,65,1391,,,,,100%,-1.8,-2.0,55,40,70,33,89,4,268,17,43
2016-17,22,DEN,NBA,C,45,807,,,,,100%,-9.4,-11.8,30,23,36,19,46,2,126,6,30
2016-17,22,POR,NBA,C,20,584,,,,,100%,+8.9,+10.8,25,17,34,14,43,2,142,11,13
2017-18,23,POR,NBA,C,79,2088,,,,,100%,+3.9,+2.2,72,47,105,43,121,3,338,38,66
2018-19,24,POR,NBA,C,72,1974,,,,1%,99%,+10.4,+12.9,63,39,130,46,162,9,528,31,66
Career,,,NBA,,310,7103,,,,,100%,+3.5,+4.8,215,183,448,162,467,29,1341,103,239
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,POR,NBA,,171,4646,,,,,100%,+7.3,+7.8,160,103,269,103,326,14,1008,80,145
3 seasons,,DEN,NBA,,139,2457,,,,,100%,-3.5,-1.2,55,80,179,59,141,15,333,23,94
