,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,22,POR,NBA,C,1,17,,,,,100%,+26.0,+48.0,2,1,1,0,0,0,9,0,0
2017-18,23,POR,NBA,C,4,94,,,,,100%,-13.1,-7.4,0,2,6,1,6,1,10,1,6
Career,,,NBA,,5,111,,,,,100%,-7.1,+1.1,2,3,7,1,6,1,19,1,6
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,POR,NBA,,5,111,,,,,100%,-7.1,+1.1,2,3,7,1,6,1,19,1,6
