,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,27,TOT,NBA,PF,81,2974,.479,8.0,.998,.222,.398,.306,.071,.002,.480,.649,.416,.458,.395,.000,.628,.049,49,,.333,.000,0,0
2000-01,27,WAS,NBA,PF,54,1981,.474,7.6,1.000,.232,.407,.296,.064,.000,.474,.646,.401,.465,.358,,.638,.045,31,,,,0,0
2000-01,27,DAL,NBA,PF,27,993,.488,8.8,.992,.202,.379,.327,.084,.008,.492,.658,.453,.445,.455,.000,.607,.059,18,,.333,.000,0,0
2001-02,28,TOT,NBA,PF,81,2635,.460,7.4,.998,.323,.307,.268,.100,.002,.461,.575,.401,.398,.440,.000,.613,.063,59,,.000,,0,0
2001-02,28,DAL,NBA,PF,53,1659,.462,6.6,.998,.381,.301,.232,.084,.002,.462,.583,.398,.353,.449,.000,.581,.084,46,,.000,,0,0
2001-02,28,DEN,NBA,PF,28,976,.457,8.6,.998,.243,.317,.317,.121,.002,.458,.559,.406,.444,.431,.000,.656,.033,13,,.000,,0,0
2002-03,29,DEN,NBA,PF,77,2730,.450,10.6,.997,.206,.217,.277,.297,.003,.449,.604,.369,.421,.428,.500,.687,.042,44,.500,.000,,1,0
2003-04,30,ORL,NBA,PF,81,2877,.453,9.0,.999,.236,.295,.297,.171,.001,.453,.554,.417,.432,.410,.000,.586,.034,32,,.000,,0,0
2004-05,31,HOU,NBA,PF,61,1624,.451,11.2,.998,.161,.257,.238,.340,.002,.452,.586,.504,.388,.391,.000,.689,.017,7,,.000,,0,0
2005-06,32,HOU,NBA,PF,80,2537,.459,11.1,.995,.214,.215,.211,.355,.005,.461,.505,.422,.464,.456,.000,.706,.013,8,,.250,.000,2,0
2006-07,33,HOU,NBA,PF,80,2123,.465,10.7,1.000,.224,.211,.226,.340,.000,.465,.597,.436,.367,.460,,.689,.021,14,,,,0,0
2007-08,34,DAL,NBA,PF,50,353,.359,8.0,1.000,.375,.203,.188,.234,.000,.359,.417,.154,.417,.400,,.957,.047,2,,,,0,0
2008-09,35,TOT,NBA,SF-PF,42,472,.510,9.5,1.000,.293,.204,.224,.279,.000,.510,.651,.333,.485,.512,,.707,.014,2,,,,0,0
2008-09,35,DEN,NBA,PF,3,22,.500,0.0,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,.000,0,,,,0,0
2008-09,35,CHA,NBA,SF,39,450,.510,9.6,1.000,.283,.207,.228,.283,.000,.510,.659,.333,.485,.512,,.703,.014,2,,,,0,0
2009-10,36,POR,NBA,C,73,1632,.509,10.4,.997,.243,.208,.235,.312,.003,.511,.648,.423,.489,.479,.000,.717,.027,7,,1.000,.000,0,0
2010-11,37,MIA,NBA,PF,57,592,.440,12.3,1.000,.120,.264,.160,.456,.000,.440,.600,.455,.350,.421,,.745,.008,0,,,,0,0
2011-12,38,MIA,NBA,PF,28,190,.309,7.9,1.000,.309,.345,.145,.200,.000,.309,.412,.211,.125,.455,,.471,.000,0,,,,0,0
2012-13,39,MIA,NBA,PF,7,51,.526,8.7,1.000,.158,.526,.105,.211,.000,.526,.333,.800,.500,.000,,.700,.000,0,,,,0,0
Career,,,NBA,,798,20790,.461,9.6,.998,.233,.275,.261,.229,.002,.462,.585,.414,.427,.434,.125,.658,.035,224,.500,.188,.000,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,HOU,NBA,,221,6284,.459,11.0,.998,.203,.225,.223,.346,.002,.460,.555,.450,.411,.441,.000,.696,.016,29,,.200,.000,2,0
3 seasons,,DAL,NBA,,130,3005,.465,7.5,.996,.313,.324,.265,.093,.004,.467,.589,.412,.399,.443,.000,.610,.072,66,,.250,.000,0,0
3 seasons,,DEN,NBA,,108,3728,.452,10.1,.997,.216,.242,.286,.253,.003,.452,.591,.381,.427,.428,.400,.679,.040,57,.500,.000,,1,0
3 seasons,,MIA,NBA,,92,833,.412,10.8,1.000,.176,.312,.151,.362,.000,.412,.486,.435,.300,.403,,.683,.005,0,,,,0,0
1 season,,ORL,NBA,,81,2877,.453,9.0,.999,.236,.295,.297,.171,.001,.453,.554,.417,.432,.410,.000,.586,.034,32,,.000,,0,0
1 season,,POR,NBA,,73,1632,.509,10.4,.997,.243,.208,.235,.312,.003,.511,.648,.423,.489,.479,.000,.717,.027,7,,1.000,.000,0,0
1 season,,WAS,NBA,,54,1981,.474,7.6,1.000,.232,.407,.296,.064,.000,.474,.646,.401,.465,.358,,.638,.045,31,,,,0,0
1 season,,CHA,NBA,,39,450,.510,9.6,1.000,.283,.207,.228,.283,.000,.510,.659,.333,.485,.512,,.703,.014,2,,,,0,0
