,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,DAL,NBA,PF,10,391,,,75%,24%,,-2.3,+10.4,4,5,12,4,20,0,35,3,17
2006-07,33,HOU,NBA,PF,7,157,,,,80%,20%,-0.4,+6.1,2,2,2,0,6,0,17,1,3
2007-08,34,DAL,NBA,PF,3,11,,,,96%,4%,+8.9,+20.1,0,0,2,0,0,0,3,0,0
2009-10,36,POR,NBA,C,6,87,,,,18%,82%,-18.5,-9.0,1,0,9,2,0,0,8,0,1
2010-11,37,MIA,NBA,PF,11,60,,,,32%,68%,+2.0,-1.2,0,0,2,1,2,0,3,0,4
2011-12,38,MIA,NBA,PF,9,24,,,,76%,24%,+23.5,+15.7,0,0,0,0,2,0,0,0,0
Career,,,NBA,,46,730,,,40%,39%,21%,-2.4,+6.6,7,7,27,7,30,0,66,4,25
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIA,NBA,,20,84,,,,45%,55%,+8.1,+3.7,0,0,2,1,4,0,3,0,4
2 seasons,,DAL,NBA,,13,402,,,73%,26%,1%,-2.0,+10.7,4,5,14,4,20,0,38,3,17
1 season,,HOU,NBA,,7,157,,,,80%,20%,-0.4,+6.1,2,2,2,0,6,0,17,1,3
1 season,,POR,NBA,,6,87,,,,18%,82%,-18.5,-9.0,1,0,9,2,0,0,8,0,1
