,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2014-15,20,BOS,NBA,41:22,8,16,7,12,4,8,5,9,4,7,10,9,5,2,4,6,25,25.2
2015-16,21,BOS,NBA,38:36,9,16,5,9,6,11,8,9,4,8,11,11,5,2,5,6,26,23.4
2016-17,22,BOS,NBA,41:20,8,18,5,9,8,13,9,12,5,6,11,11,8,2,6,5,22,24.0
2017-18,23,BOS,NBA,36:32,8,16,6,12,8,12,6,9,3,9,9,9,4,3,7,6,23,21.8
2018-19,24,BOS,NBA,39:40,8,15,6,10,6,9,7,7,3,6,8,10,5,4,6,5,21,22.8
2019-20,25,BOS,NBA,45:52,13,25,11,22,6,10,8,8,2,8,10,10,5,3,4,6,37,33.2
Career,,,,45:52,13,25,11,22,8,13,9,12,5,9,11,11,8,4,7,6,37,33.2
