Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Brad Holland,,0.3,0.1,-0.1
Elijah Millsap,79.6,0.4,0.1,-0.1
Russ Lee,75.6,0.3,0.2,0
Malcolm Lee,71.1,0.4,0.1,0
Corey Beck,68.4,0.4,0.2,-0.1
Anthony Parker,68.2,0.4,0.2,0
Billy Thomas,67.3,0.4,0.2,-0.1
Michael Phelps,62.7,0.3,0.1,-0.1
Paul Long,62.1,0.3,0.2,-0.2
Corey Gaines,60.2,0.3,0.2,-0.1
Rusty LaRue,57.5,0.3,0.1,-0.1
