Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,CHI,NBA,SF,3,NA,8.7,1.7,3,0.556,NA,NA,NA,1.7,3,0.556,0.556,0.3,1.3,0.25,NA,NA,3.3,0.7,NA,1.3,3.7
1968-69,24,TOT,TOT,SF,51,NA,9.4,1.5,4,0.383,0,0,NA,1.5,4,0.383,0.383,0.8,1.5,0.52,1.7,NA,4,0.5,0.9,1.4,3.9
1968-69,24,TOT,ABA,SF,47,NA,9.9,1.6,4.2,0.384,0,0,NA,1.6,4.2,0.384,0.384,0.8,1.5,0.535,1.9,2.4,4.2,0.6,1,1.4,4
1968-69,24,CHI,NBA,SF,4,NA,3.5,0.8,2,0.375,NA,NA,NA,0.8,2,0.375,0.375,0.3,1,0.25,NA,NA,0.8,0.3,NA,0.3,1.8
1968-69,24,NYA,ABA,SF,4,NA,5.5,0.5,2,0.25,0,0,NA,0.5,2,0.25,0.25,1.5,2.3,0.667,0.3,0.8,1,0.5,1,1.5,2.5
1968-69,24,DNR,ABA,SF,37,NA,11.1,1.9,4.9,0.398,0,0,NA,1.9,4.9,0.398,0.398,0.8,1.5,0.526,2.2,2.6,4.8,0.6,1,1.5,4.7
1968-69,24,MNP,ABA,SF,6,NA,5.7,0.3,1.5,0.222,0,0,NA,0.3,1.5,0.222,0.222,0.3,0.8,0.4,1,2,3,0.3,1,1,1
Career,NA,,TOT,,54,NA,9.4,1.6,4,0.391,0,0,NA,1.6,4,0.391,0.391,0.7,1.5,0.506,1.9,2.4,3.9,0.5,1,1.4,3.9
,NA,,ABA,,47,NA,9.9,1.6,4.2,0.384,0,0,NA,1.6,4.2,0.384,0.384,0.8,1.5,0.535,1.9,2.4,4.2,0.6,1,1.4,4
,NA,,NBA,,7,NA,5.7,1.1,2.4,0.471,NA,NA,NA,1.1,2.4,0.471,0.471,0.3,1.1,0.25,NA,NA,1.9,0.4,NA,0.7,2.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNR,ABA,,37,NA,11.1,1.9,4.9,0.398,0,0,NA,1.9,4.9,0.398,0.398,0.8,1.5,0.526,2.2,2.6,4.8,0.6,1,1.5,4.7
2 seasons,NA,CHI,NBA,,7,NA,5.7,1.1,2.4,0.471,NA,NA,NA,1.1,2.4,0.471,0.471,0.3,1.1,0.25,NA,NA,1.9,0.4,NA,0.7,2.6
1 season,NA,MNP,ABA,,6,NA,5.7,0.3,1.5,0.222,0,0,NA,0.3,1.5,0.222,0.222,0.3,0.8,0.4,1,2,3,0.3,1,1,1
1 season,NA,NYA,ABA,,4,NA,5.5,0.5,2,0.25,0,0,NA,0.5,2,0.25,0.25,1.5,2.3,0.667,0.3,0.8,1,0.5,1,1.5,2.5
