Season,Team,Lg,Salary
1984-85,Utah Jazz,NBA,"$255,000"
1985-86,Utah Jazz,NBA,"$250,000"
1987-88,Utah Jazz,NBA,"$312,000"
1988-89,Charlotte Hornets,NBA,"$300,000"
1990-91,Philadelphia 76ers,NBA,"$120,000"
1991-92,Boston Celtics,NBA,"$315,000"
1991-92,Philadelphia 76ers,NBA,"$130,000"
Career,(may be incomplete),,"$1,682,000"
