Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Darrell Walker,,6.3,3.8,3.7,2.9,2.8,2.4,2.3,2.1,0.8,0.2,NA,NA,NA,NA
George McCloud,89.1,5.8,3.8,3.3,3.2,2.6,2.4,2.3,1.4,0.9,0.1,-0.4,-0.7,NA,NA
Marco Belinelli,88.2,5.9,3.7,3.4,3.2,3,2.9,2.9,2.5,1.2,0.5,0.5,0,NA,NA
Kevin Loughery,86.9,8,4,3.6,3,2.9,2.8,2.6,2.5,0.6,0.1,-0.3,NA,NA,NA
Vernon Maxwell,86.1,5.9,3.9,3.9,3.5,2.8,1.9,1.6,1.5,0.9,0.8,0.8,0,0,NA
Kevin Grevey,86.0,5.8,4.4,3.6,3.4,3.3,2.1,2,1,0.7,0.1,NA,NA,NA,NA
Jim Cleamons,84.2,7.1,5.5,3.8,3.4,2.7,2.6,2.3,1.7,0.1,NA,NA,NA,NA,NA
Lester Conner,84.1,6.2,5.9,3.7,2.8,2.7,2.7,2.1,0.8,0.7,0.5,0.3,0,NA,NA
Chris Childs,84.0,5.8,3.9,3.7,2.9,2.2,2.1,1.2,1.1,0.1,NA,NA,NA,NA,NA
Bimbo Coles,84.0,5.7,5,3.2,3,2.8,2.7,2.3,1.1,0.9,0.5,0.4,0,0,-0.1
Darwin Cook,84.0,6,3.9,3.6,3,2.7,1.6,1.2,0.9,NA,NA,NA,NA,NA,NA
