,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,19,MIL,NBA,PF,5,8,,,,84%,16%,+12.5,+12.0,0,0,0,0,0,0,2,0,0
2003-04,20,LAL,NBA,C,10,130,,,,,100%,-9.0,-13.4,4,1,8,1,4,0,15,0,1
2004-05,21,CHA,NBA,PF,23,329,,,,14%,86%,-7.8,-1.6,3,7,24,5,15,0,18,3,7
2005-06,22,SAC,NBA,PF,12,39,,,,6%,94%,+5.7,+4.0,0,0,3,0,0,1,11,0,0
2006-07,23,DEN,NBA,C,22,125,,,,,100%,-5.7,-7.8,4,4,10,0,7,0,10,0,3
Career,,,NBA,,72,631,,,,9%,91%,-6.5,-4.7,11,12,45,6,26,1,56,3,11
,,,,,,,,,,,,,,,,,,,,,,
1 season,,CHA,NBA,,23,329,,,,14%,86%,-7.8,-1.6,3,7,24,5,15,0,18,3,7
1 season,,DEN,NBA,,22,125,,,,,100%,-5.7,-7.8,4,4,10,0,7,0,10,0,3
1 season,,SAC,NBA,,12,39,,,,6%,94%,+5.7,+4.0,0,0,3,0,0,1,11,0,0
1 season,,LAL,NBA,,10,130,,,,,100%,-9.0,-13.4,4,1,8,1,4,0,15,0,1
1 season,,MIL,NBA,,5,8,,,,84%,16%,+12.5,+12.0,0,0,0,0,0,0,2,0,0
