Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986-87,20,WSB,NBA,SF,78,6,22.7,3.6,8.0,.454,0.1,0.5,.222,3.5,7.5,.468,.460,1.8,2.9,.646,1.7,3.0,4.7,2.4,1.7,0.4,1.6,2.2,9.2
1987-88,21,WSB,NBA,SF,82,37,29.6,5.2,11.1,.469,0.1,0.5,.132,5.1,10.6,.484,.472,2.3,3.1,.734,1.5,3.9,5.4,2.8,1.4,0.4,1.8,2.6,12.8
1988-89,22,WSB,NBA,SF,82,1,29.4,5.3,11.5,.466,0.2,0.9,.268,5.1,10.6,.482,.476,2.7,3.5,.776,1.9,5.1,7.0,4.3,1.7,0.9,1.9,2.6,13.7
1989-90,23,WSB,NBA,SF,18,18,35.1,7.2,15.2,.474,0.1,1.0,.111,7.1,14.2,.500,.478,3.6,4.7,.774,1.5,6.1,7.6,4.7,1.2,0.5,2.4,1.8,18.2
1990-91,24,WSB,NBA,SF,33,11,28.5,5.0,11.9,.417,0.3,1.2,.244,4.7,10.7,.438,.430,2.2,2.9,.753,1.3,4.1,5.4,4.0,1.2,0.2,2.1,1.9,12.5
1991-92,25,Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight),Did Not Play (suspended—overweight)
1992-93,26,LAC,NBA,SF,74,8,22.1,2.8,6.4,.430,0.2,0.7,.226,2.6,5.7,.455,.442,0.9,1.7,.543,1.2,3.1,4.3,1.9,1.1,0.3,1.1,2.5,6.6
1993-94,27,LAC,NBA,SF,34,6,21.3,2.4,5.5,.431,0.1,0.6,.250,2.2,4.9,.452,.444,0.7,1.1,.667,1.1,2.6,3.7,2.9,0.7,0.3,1.0,2.5,5.6
1994-95,28,IND,NBA,SF,34,0,11.8,1.2,3.4,.357,0.1,0.4,.333,1.1,3.0,.359,.374,0.4,0.7,.560,0.7,1.1,1.8,0.8,0.3,0.1,1.0,1.4,2.9
Career,NA,,NBA,,435,87,25.2,4.1,9.0,.451,0.1,0.7,.225,3.9,8.3,.469,.459,1.8,2.6,.704,1.5,3.6,5.1,2.9,1.3,0.4,1.6,2.3,10.1
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,NA,WSB,NBA,,293,73,27.9,4.9,10.7,.459,0.2,0.7,.216,4.8,10.0,.476,.466,2.4,3.2,.732,1.7,4.1,5.8,3.4,1.5,0.5,1.8,2.4,12.4
2 seasons,NA,LAC,NBA,,108,14,21.9,2.6,6.2,.430,0.2,0.7,.233,2.5,5.5,.454,.443,0.9,1.5,.570,1.2,2.9,4.1,2.2,1.0,0.3,1.1,2.5,6.3
1 season,NA,IND,NBA,,34,0,11.8,1.2,3.4,.357,0.1,0.4,.333,1.1,3.0,.359,.374,0.4,0.7,.560,0.7,1.1,1.8,0.8,0.3,0.1,1.0,1.4,2.9
